App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Subject,Translated Body,Emotion,Device
Firefox web browser,iOS,989804926,1926833061,Russia,10.2,1,2017-11-17,Leshkoff,Ужасно!,"Смените фон у иконки: уберите черный!!! 
Ужасно тормозит при наборе поискового запроса при отключенных предложениях поисковых систем. Раньше такого не было.",Terrible!,"Change the background of the icon: remove the black !!! Terribly hampered when typing a search query with disconnected offers of search engines. Previously, this was not.",,
Firefox web browser,iOS,989804926,1926709066,USA,10.2,3,2017-11-17,halotupac,New update ruined it,Not only did the update make the app significantly slower but the new changed button layout seems inconvenient and unnatural.,,,,
Firefox web browser,iOS,989804926,1926612546,USA,10.2,5,2017-11-17,Tony Pichohnee,built in dark mode is nice,I like it,,,happy,
Firefox web browser,iOS,989804926,1926243269,Canada,5.3,4,2017-11-16,Kalvin Hữu,Language miss,Please add vietnames language,,,,
Firefox web browser,iOS,989804926,1926223826,United Kingdom,10.2,1,2017-11-16,Asat93,Remove the ads,"""We've added a new look"" aka we sold out and added ads. Your browser is actually so good that I'd be happy to pay a small fee for the removal of them. At least have the decency and give us that option.",,,meh,
Firefox web browser,iOS,989804926,1926175408,United Kingdom,10.2,5,2017-11-16,Gleb Dolgich,Excellent!,Oh how I like the new Firefox that is faster and better than ever! My default browser on macOS and the preferred one on iOS. Well done Mozilla!,,,delighted,
Firefox web browser,iOS,989804926,1926159741,USA,10.2,1,2017-11-16,SBA User,How to Get Rid of Pocket?,How do I get rid of the so-called Pocket feature?  It doesn't even display websites I'm interested in.  I WANT TO CONTROL MY HOME PAGE!!!,,,meh,
Firefox web browser,iOS,989804926,1926143382,Germany,10.2,5,2017-11-16,KnuffiKnuffSchaf,Gefällt mir,"Insgesamt brauchbar, auch wenn ihr und da noch etwas verbessert werden könnte.",Gefällt mir,"All in all useful, even if you could improve something there and there.",,
Firefox web browser,iOS,989804926,1926085090,USA,10.2,1,2017-11-16,tma17,Bookmarks and top sites don’t work,Pinning sites to top sites and adding bookmarks aren’t working properly. Instead of a bookmark bringing me to a site it brings me to the google search for the site. Pinning to top sites just doesn’t work at all. Two fundamental browser functions that are broken. Deleted until fixed. Going back to chrome I guess.,,,sad,
Firefox web browser,iOS,989804926,1926068947,Germany,10.2,1,2017-11-16,Mkay232,Absolut hässlich ...,"Die Windows Version habt ihr toll hinbekommen. Ich habe Chrome deinstalliert. 
Aber an der IOS Version finde ich das Design Mega hässlich. Die Schaltflächen und leisten oben und unten stehen im Vordergrund und sehen aus wie als wären sie für Rentner gemacht. Safari ist viel Moderner.",Absolutely ugly ...,The Windows version you have done great. I uninstalled Chrome. But on the IOS version I find the design mega ugly. The buttons and afford up and down are in the foreground and look like they were made for retirees. Safari is a lot of modern.,,
Firefox web browser,iOS,989804926,1926028027,France,10.2,1,2017-11-16,leroux.tommy,Menus trop gros,Depuis la dernière mise à jour le contours des boutons de l’application sont trop gros.,Menus too big,Since the last update the contours of the application buttons are too big.,,
Firefox web browser,iOS,989804926,1926001462,United Kingdom,10.1,1,2017-11-16,Årthus,Needs an adblocker,"And please un-include pocket. Their trending advertorials are of no interest or relevance, just clutter.",,,,
Firefox web browser,iOS,989804926,1925950730,USA,10.1,4,2017-11-16,move think,Good update but...,"Firefox has definitely improved its UI with the new update. I like the 'night mode' option that is much better now compared to the old that simply dimmed the brightness. There still needs to be a way to edit bookmarks and create folders to them... so that this iOS app is as useful as the desktop version. Also needs to add a way to use Find in PDFs. 

Issue (as of Nov 11 2017): Sometimes images get messed up when scrolling in night mode. 

It would be really cool if the 'containers' feature on the desktop Firefox was added to iOS's version; that would really set iOS's Firefox apart as a great browser. I realize iOS has restrictions so addons might not be allowed by Apple in Firefox; although, those would be really cool too. I hope the developers will take note of this review and I appreciate the open-source and transparent philosophy Firefox has supported over the years.",,,meh,
Firefox web browser,iOS,989804926,1925936121,France,10.1,5,2017-11-16,Ppr7,Dernière mise à jour très performante !,"Depuis la dernière mise à jour, le navigateur est devenu très performant ! De plus l'interface est vraiment géniale, et adhère un style vraiment tendance !",Last update very powerful!,"Since the last update, the browser has become very efficient! Plus the interface is really great, and adheres a style really trendy!",,
Firefox web browser,iOS,989804926,1925797149,USA,10.1,1,2017-11-16,EvanBlue,Lost all my tabs,"Every time they have a major update, it closes all your tabs and you can’t get them back. Also, they send out updates a lot. Not every update did it, but after about the 3rd time, I gave up and went back to Safari.",,,sad,
Firefox web browser,iOS,989804926,1925731950,USA,10.1,1,2017-11-16,MicroSurvey,Done with Firefox,You can stick your garbage browser where the sun don't shine.,,,sad,
Firefox web browser,iOS,989804926,1925650375,USA,10.1,2,2017-11-16,jm.federico,Integration with password apps is terrible,"I am a big fan of 1Password, and it integrates with browsers through the share menu, which unfortunately in Firefox it is 2 clicks away, which might not sound bad, but when you are used to having it available all the time, it feels slow and cumbersome.",,,sad,
Firefox web browser,iOS,989804926,1925647979,Russia,10.1,4,2017-11-16,vinzy11,Some problems,"1. Can’t resize text with two fingers for some webpages
2. White web page after changing active tab to another",,,meh,
Firefox web browser,iOS,989804926,1925386496,France,10.1,2,2017-11-16,Nicolarson,Address bar as slow as it gets,All is in the title... use the address bar to make a search on google. Firefox will browse through your historic as well and show them as you are typing and ...man this takes forever. You can’t even disable this « feature ». Went back to safari. Much smoother there.,,,meh,
Firefox web browser,iOS,989804926,1925382288,Russia,10.1,1,2017-11-16,sergey-msn1,????,Flash поддерживает?,????,Does Flash support?,,
Firefox web browser,iOS,989804926,1925219157,USA,10.1,4,2017-11-16,mtissington,Not interested in recommendations,"The default home page has too much junk on it and I need the option to turn stuff off.
Pocket recommendations - Off
Frequently visited sites - Off
Home screen - blank - great

Update .. thanks for the follow up- just what I was looking for!",,,meh,
Firefox web browser,iOS,989804926,1925214145,Russia,10.1,4,2017-11-16,vinzy11,Resize text problem,Can’t resize text with two fingers for some webpages,,,meh,
Firefox web browser,iOS,989804926,1925195762,China,10.1,3,2017-11-16,忆守顾,Firefox与Firefox Focus差别,"先说一句，浏览器本身盈利难，可是也需要走心。
火狐浏览器手机版各有千秋，先说focus。它的界面干净简洁，可缺乏功能。不能给PC端推送网页不说，登陆浏览网页收藏都不行，退出浏览器后不能记住，退出前未关闭页面。

它的优点只有干净简洁。

而传统的浏览器，不错该有的都有了。可是新建页面广告特别多。和市面上的大多数浏览器一样，首页加载一堆有的没的新闻，尤其是偶尔还要广告混在其中。

它的优点只是功能较为健全（连安卓版的插件都没有），推送网页有时还有一分多钟的延时",Firefox and Firefox Focus difference,"First to say, the browser itself profit difficult, but also need to worry. Firefox browser version has its advantages and disadvantages, first focus. Its interface is clean and concise, lacking in functionality. Can not push the page to the PC side does not say, visit the webpage collection will not work, quit the browser can not remember, did not close the page before exiting. Its advantages are clean and concise. The traditional browser, it is true that some have it. However, many new page ads in particular. Like most browsers in the market, the home page loads a bunch of unwanted news, especially if it is occasionally advertised. Its advantage is only more functional (even the Android version of the plug-ins are not), push the web sometimes have more than a minute delay",,
Firefox web browser,iOS,989804926,1925147684,China,10.1,3,2017-11-16,路过的秋酱,请增加强制桌面版功能,很多页面检测到手机之后再用桌面版切不过去，实在是麻烦，之前还能用的,Please increase the mandatory desktop version,"Many pages detect the phone and then use the desktop version of the past, it is troublesome, can be used before",,
Firefox web browser,iOS,989804926,1925136586,Romania,10.1,5,2017-11-16,Diana Popescu,Cant open it since the last upgrade of the app,"Check the bugs on the app. I cant open it on my ios 11.xx
Thanks",,,sad,
Firefox web browser,iOS,989804926,1925079811,USA,10.1,1,2017-11-16,ABCTHAF,Bad Update I didn't ask for,"I never updated this app. It updates itself even though none of my apps are set to automatic update. For that alone, I am disillusioned with Firefox. It's supposed to be private but forced an update on my phone. And it's not private!!! I don't want this is the ""private mode""! On top of all of that, it barely loads pages anymore. It's so slow I don't even want to use it. Thanks Firefox! For caving to non privacy and Google just like all of the other browsers! 😡",,,angry,
Firefox web browser,iOS,989804926,1924993953,Panama,10.1,4,2017-11-16,Mariteini,Velocidad en internet,Si se ha superado la velocidad en internet lo calificaría con 5 estrellas,Speed ​​on the internet,If you have exceeded the speed on the internet I would rate it with 5 stars,,
Firefox web browser,iOS,989804926,1924940659,USA,10.1,5,2017-11-16,FrankRusso,Great alternative to Safari!,This is a great alternative to safari for those interested in private browsing!,,,,
Firefox web browser,iOS,989804926,1924928527,Germany,10.1,5,2017-11-16,Sven Mewes,Einfach nur super...,Firefox läuft sehr schnell und stabil. Jedes Update bringt Verbesserungen und Firefox wird immer besser. Ein großes Lob an die Entwickler 👍 Bitte macht weiter so !,Simply superb ...,Firefox runs very fast and stable. Every update brings improvements and Firefox is getting better. Kudos to the developers 👍 Please keep up the good work!,happy,
Firefox web browser,iOS,989804926,1924925774,United Kingdom,10.1,2,2017-11-16,Googhalava,Terrible UI,Much less user friendly than Safari and quite ugly too.,,,meh,
Firefox web browser,iOS,989804926,1924816205,Japan,10.1,5,2017-11-16,後だしジャンケン,前よりいい,good,And better than before,Good,,
Firefox web browser,iOS,989804926,1924766487,USA,10.1,4,2017-11-16,Crysanthia23615,"Best browser, but not by much.","Firefox has to be my favorite browser for iOS.

That said... the new update leaves me a bit annoyed:

I loved having the new tab button on the URL bar, but it’s at the bottom now. 

The “reader mode” button shouldn’t be on the URL bar either... I’ve hit it whole browsing when I didn’t want to.

Lastly, PLEASE give us an option to disable this “Pocket” rubbish! It’s basically officially-supported clickbait; one of the worst additions to a browser add-on ever.",,,meh,
